"구분별","상태별","시점","인원[명]",
"여성","신규","2020. 08. 11","14",
"여성","신규","2020. 08. 12","20",
"여성","신규","2020. 08. 13","25",
"여성","신규","2020. 08. 14","52",
"여성","신규","2020. 08. 15","96",
"여성","신규","2020. 08. 16","177",
"여성","신규","2020. 08. 17","122",
"여성","신규","2020. 08. 18","156",
"여성","신규","2020. 08. 19","188",
"여성","신규","2020. 08. 20","155",
"여성","신규","2020. 08. 21","176",
"여성","신규","2020. 08. 22","187",
"여성","신규","2020. 08. 23","240",
"여성","신규","2020. 08. 24","148",
"여성","신규","2020. 08. 25","143",
"여성","신규","2020. 08. 26","175",
"여성","신규","2020. 08. 27","234",
"여성","신규","2020. 08. 28","196",
"여성","신규","2020. 08. 29","182",
"여성","신규","2020. 08. 30","145",
"여성","신규","2020. 08. 31","134",
"여성","신규","2020. 09. 01","121",
"여성","신규","2020. 09. 02","134",
"여성","신규","2020. 09. 03","108",
"여성","신규","2020. 09. 04","104",
"여성","신규","2020. 09. 05","86",
"여성","신규","2020. 09. 06","88",
"여성","신규","2020. 09. 07","53",
"여성","신규","2020. 09. 08","63",
"여성","신규","2020. 09. 09","80",
"여성","신규","2020. 09. 10","79",
"여성","신규","2020. 09. 11","99",
"여성","신규","2020. 09. 12","55",
"여성","신규","2020. 09. 13","0",
"여성","신규","2020. 09. 14","116",
"여성","신규","2020. 09. 15","58",
"여성","신규","2020. 09. 16","46",
"여성","신규","2020. 09. 17","79",
"여성","신규","2020. 09. 18","69",
"여성","신규","2020. 09. 19","65",
"여성","신규","2020. 09. 20","0",
"여성","신규","2020. 09. 21","68",
"여성","신규","2020. 09. 22","24",
"여성","신규","2020. 09. 23","51",
"여성","신규","2020. 09. 24","60",
"여성","신규","2020. 09. 25","60",
"여성","신규","2020. 09. 26","36",
"여성","신규","2020. 09. 27","53",
"여성","신규","2020. 09. 28","24",
"여성","신규","2020. 09. 29","11",
"여성","신규","2020. 09. 30","36",
"여성","신규","2020. 10. 01","34",
"여성","신규","2020. 10. 02","25",
"여성","신규","2020. 10. 03","28",
"여성","신규","2020. 10. 04","24",
"여성","신규","2020. 10. 05","26",
"여성","신규","2020. 10. 06","25",
"여성","신규","2020. 10. 07","61",
"여성","신규","2020. 10. 08","30",
"여성","신규","2020. 10. 10","",
"여성","신규","2020. 10. 11","24",
"여성","신규","2020. 10. 12","41",
"여성","신규","2020. 10. 13","38",
"여성","신규","2020. 10. 14","33",
"여성","신규","2020. 10. 15","78",
"여성","신규","2020. 10. 16","26",
"여성","신규","2020. 10. 17","47",
"여성","신규","2020. 10. 18","42",
"여성","신규","2020. 10. 19","42",
"여성","신규","2020. 10. 20","20",
"여성","신규","2020. 10. 21","44",
"여성","신규","2020. 10. 22","60",
"여성","신규","2020. 10. 23","82",
"여성","신규","2020. 10. 24","36",
"여성","신규","2020. 10. 25","35",
"여성","신규","2020. 10. 26","68",
"여성","신규","2020. 10. 27","47",
"여성","신규","2020. 10. 28","57",
"여성","신규","2020. 10. 29","57",
"여성","신규","2020. 10. 30","60",
"여성","신규","2020. 10. 31","63",
"여성","신규","2020. 11. 01","64",
"여성","신규","2020. 11. 02","49",
"여성","신규","2020. 11. 03","32",
"여성","신규","2020. 11. 04","57",
"여성","신규","2020. 11. 05","62",
"여성","신규","2020. 11. 06","71",
"여성","신규","2020. 11. 07","39",
"여성","신규","2020. 11. 08","67",
"여성","신규","2020. 11. 09","69",
"여성","신규","2020. 11. 10","44",
"여성","신규","2020. 11. 11","78",
"여성","신규","2020. 11. 12","66",
"여성","신규","2020. 11. 13","100",
"여성","신규","2020. 11. 14","100",
"여성","신규","2020. 11. 15","108",
"여성","신규","2020. 11. 16","105",
"여성","신규","2020. 11. 17","112",
"여성","신규","2020. 11. 18","129",
"여성","신규","2020. 11. 19","162",
"여성","신규","2020. 11. 20","172",
"여성","신규","2020. 11. 21","176",
"여성","신규","2020. 11. 22","157",
"여성","신규","2020. 11. 23","143",
"여성","신규","2020. 11. 24","159",
"여성","신규","2020. 11. 25","176",
"여성","신규","2020. 11. 26","286",
"여성","신규","2020. 11. 27","257",
"여성","신규","2020. 11. 28","242",
"여성","신규","2020. 11. 29","216",
"여성","신규","2020. 11. 30","221",
"여성","신규","2020. 12. 01","217",
"여성","신규","2020. 12. 02","249",
"여성","신규","2020. 12. 03","267",
"여성","신규","2020. 12. 04","341",
"여성","신규","2020. 12. 05","295",
"여성","신규","2020. 12. 06","292",
"여성","신규","2020. 12. 07","317",
"여성","신규","2020. 12. 08","320",
"여성","신규","2020. 12. 09","342",
"여성","신규","2020. 12. 10","323",
"여성","신규","2020. 12. 11","352",
"여성","신규","2020. 12. 12","514",
"여성","신규","2020. 12. 13","546",
"여성","신규","2020. 12. 14","388",
"여성","신규","2020. 12. 15","465",
"여성","신규","2020. 12. 16","522",
"여성","신규","2020. 12. 17","538",
"여성","신규","2020. 12. 18","578",
"여성","신규","2020. 12. 19","581",
"여성","신규","2020. 12. 20","472",
"여성","신규","2020. 12. 21","465",
"여성","신규","2020. 12. 22","446",
"여성","신규","2020. 12. 24","",
"여성","신규","2020. 12. 25","467",
"여성","신규","2020. 12. 26","567",
"여성","신규","2020. 12. 27","499",
"여성","신규","2020. 12. 28","413",
"여성","신규","2020. 12. 29","424",
"여성","신규","2020. 12. 30","528",
"여성","신규","2020. 12. 31","462",
"여성","신규","2021. 01. 01","472",
"여성","신규","2021. 01. 02","402",
"여성","신규","2021. 01. 03","355",
"여성","신규","2021. 01. 04","484",
"여성","신규","2021. 01. 05","359",
"여성","신규","2021. 01. 06","433",
"여성","신규","2021. 01. 07","410",
"여성","신규","2021. 01. 08","353",
"여성","신규","2021. 01. 09","319",
"여성","신규","2021. 01. 10","322",
"여성","신규","2021. 01. 11","210",
"여성","신규","2021. 01. 12","269",
"여성","신규","2021. 01. 13","285",
"여성","신규","2021. 01. 14","250",
"여성","신규","2021. 01. 15","253",
"여성","신규","2021. 01. 16","300",
"여성","신규","2021. 01. 17","265",
"여성","신규","2021. 01. 18","195",
"여성","신규","2021. 01. 19","190",
"여성","신규","2021. 01. 20","202",
"여성","신규","2021. 01. 21","216",
"여성","신규","2021. 01. 22","178",
"여성","신규","2021. 01. 23","223",
"여성","신규","2021. 01. 24","194",
"여성","신규","2021. 01. 25","203",
"여성","신규","2021. 01. 26","197",
"여성","신규","2021. 01. 27","281",
"여성","신규","2021. 01. 28","223",
"여성","신규","2021. 01. 29","254",
"여성","신규","2021. 01. 30","233",
"여성","신규","2021. 01. 31","172",
"여성","신규","2021. 02. 01","156",
"여성","신규","2021. 02. 02","149",
"여성","신규","2021. 02. 03","215",
"여성","신규","2021. 02. 04","240",
"여성","신규","2021. 02. 05","184",
"여성","신규","2021. 02. 06","194",
"여성","신규","2021. 02. 07","156",
"여성","신규","2021. 02. 08","136",
"여성","신규","2021. 02. 09","145",
"0-9세","신규","2020. 04. 09","2",
"0-9세","신규","2020. 04. 10","1",
"0-9세","신규","2020. 04. 11","1",
"0-9세","신규","2020. 04. 12","0",
"0-9세","신규","2020. 04. 13","2",
"0-9세","신규","2020. 04. 14","0",
"0-9세","신규","2020. 04. 15","0",
"0-9세","신규","2020. 04. 16","3",
"0-9세","신규","2020. 04. 17","1",
"0-9세","신규","2020. 04. 18","2",
"0-9세","신규","2020. 04. 19","0",
"0-9세","신규","2020. 04. 20","0",
"0-9세","신규","2020. 04. 21","0",
"0-9세","신규","2020. 04. 22","0",
"0-9세","신규","2020. 04. 23","0",
"0-9세","신규","2020. 04. 24","0",
"0-9세","신규","2020. 04. 25","1",
"0-9세","신규","2020. 04. 26","2",
"0-9세","신규","2020. 04. 27","-1",
"0-9세","신규","2020. 04. 28","0",
"0-9세","신규","2020. 04. 29","0",
"0-9세","신규","2020. 04. 30","0",
"0-9세","신규","2020. 05. 01","0",
"0-9세","신규","2020. 05. 02","0",
"0-9세","신규","2020. 05. 03","0",
"0-9세","신규","2020. 05. 04","0",
"0-9세","신규","2020. 05. 05","0",
"0-9세","신규","2020. 05. 06","0",
"0-9세","신규","2020. 05. 07","0",
"0-9세","신규","2020. 05. 08","1",
"0-9세","신규","2020. 05. 09","0",
"0-9세","신규","2020. 05. 10","0",
"0-9세","신규","2020. 05. 11","0",
"0-9세","신규","2020. 05. 12","1",
"0-9세","신규","2020. 05. 13","1",
"0-9세","신규","2020. 05. 14","0",
"0-9세","신규","2020. 05. 15","2",
"0-9세","신규","2020. 05. 16","2",
"0-9세","신규","2020. 05. 17","0",
"0-9세","신규","2020. 05. 18","0",
"0-9세","신규","2020. 05. 19","1",
"0-9세","신규","2020. 05. 20","0",
"0-9세","신규","2020. 05. 21","0",
"0-9세","신규","2020. 05. 23","",
"0-9세","신규","2020. 05. 24","0",
"0-9세","신규","2020. 05. 25","0",
"0-9세","신규","2020. 05. 26","1",
"0-9세","신규","2020. 05. 27","3",
"0-9세","신규","2020. 05. 28","2",
"0-9세","신규","2020. 05. 29","1",
"0-9세","신규","2020. 05. 30","1",
"0-9세","신규","2020. 05. 31","0",
"0-9세","신규","2020. 06. 02","",
"0-9세","신규","2020. 06. 03","1",
"0-9세","신규","2020. 06. 04","1",
"0-9세","신규","2020. 06. 05","1",
"0-9세","신규","2020. 06. 06","3",
"0-9세","신규","2020. 06. 07","1",
"0-9세","신규","2020. 06. 08","1",
"0-9세","신규","2020. 06. 09","0",
"0-9세","신규","2020. 06. 10","1",
"0-9세","신규","2020. 06. 11","1",
"0-9세","신규","2020. 06. 12","0",
"0-9세","신규","2020. 06. 13","0",
"0-9세","신규","2020. 06. 14","0",
"0-9세","신규","2020. 06. 16","",
"0-9세","신규","2020. 06. 17","2",
"0-9세","신규","2020. 06. 18","1",
"0-9세","신규","2020. 06. 19","0",
"0-9세","신규","2020. 06. 20","2",
"0-9세","신규","2020. 06. 21","0",
"0-9세","신규","2020. 06. 22","0",
"0-9세","신규","2020. 06. 23","3",
"0-9세","신규","2020. 06. 24","2",
"0-9세","신규","2020. 06. 25","1",
"0-9세","신규","2020. 06. 26","1",
"0-9세","신규","2020. 06. 27","1",
"0-9세","신규","2020. 06. 28","2",
"0-9세","신규","2020. 06. 29","3",
"0-9세","신규","2020. 06. 30","3",
"0-9세","신규","2020. 07. 01","0",
"0-9세","신규","2020. 07. 02","1",
"0-9세","신규","2020. 07. 03","2",
"0-9세","신규","2020. 07. 04","3",
"0-9세","신규","2020. 07. 05","3",
"0-9세","신규","2020. 07. 06","4",
"0-9세","신규","2020. 07. 07","1",
"0-9세","신규","2020. 07. 08","1",
"0-9세","신규","2020. 07. 09","2",
"0-9세","신규","2020. 07. 10","3",
"0-9세","신규","2020. 07. 11","1",
"0-9세","신규","2020. 07. 12","2",
"0-9세","신규","2020. 07. 13","3",
"0-9세","신규","2020. 07. 14","2",
"0-9세","신규","2020. 07. 15","1",
"0-9세","신규","2020. 07. 16","-1",
"0-9세","신규","2020. 07. 17","10",
"0-9세","신규","2020. 07. 18","3",
"0-9세","신규","2020. 07. 19","3",
"0-9세","신규","2020. 07. 20","2",
"0-9세","신규","2020. 07. 21","1",
"0-9세","신규","2020. 07. 22","0",
"0-9세","신규","2020. 07. 23","0",
"0-9세","신규","2020. 07. 24","1",
"0-9세","신규","2020. 07. 25","1",
"0-9세","신규","2020. 07. 26","0",
"0-9세","신규","2020. 07. 27","1",
"0-9세","신규","2020. 07. 28","2",
"0-9세","신규","2020. 07. 29","0",
"0-9세","신규","2020. 07. 30","0",
"0-9세","신규","2020. 07. 31","1",
"0-9세","신규","2020. 08. 01","1",
"0-9세","신규","2020. 08. 02","2",
"0-9세","신규","2020. 08. 03","2",
"0-9세","신규","2020. 08. 04","4",
"0-9세","신규","2020. 08. 05","1",
"0-9세","신규","2020. 08. 06","0",
"0-9세","신규","2020. 08. 07","0",
"0-9세","신규","2020. 08. 08","1",
"0-9세","신규","2020. 08. 09","4",
"0-9세","신규","2020. 08. 10","0",
"0-9세","신규","2020. 08. 11","0",
"0-9세","신규","2020. 08. 12","1",
"0-9세","신규","2020. 08. 13","2",
"0-9세","신규","2020. 08. 14","4",
"0-9세","신규","2020. 08. 15","4",
"0-9세","신규","2020. 08. 16","3",
"0-9세","신규","2020. 08. 17","5",
"0-9세","신규","2020. 08. 18","5",
"0-9세","신규","2020. 08. 19","14",
"0-9세","신규","2020. 08. 20","12",
"0-9세","신규","2020. 08. 21","6",
"0-9세","신규","2020. 08. 22","11",
"0-9세","신규","2020. 08. 23","16",
"0-9세","신규","2020. 08. 24","9",
"0-9세","신규","2020. 08. 25","15",
"0-9세","신규","2020. 08. 26","13",
"0-9세","신규","2020. 08. 27","9",
"0-9세","신규","2020. 08. 28","16",
"0-9세","신규","2020. 08. 29","16",
"0-9세","신규","2020. 08. 30","10",
"0-9세","신규","2020. 08. 31","10",
"0-9세","신규","2020. 09. 01","14",
"0-9세","신규","2020. 09. 02","10",
"0-9세","신규","2020. 09. 03","7",
"0-9세","신규","2020. 09. 04","9",
"0-9세","신규","2020. 09. 05","3",
"0-9세","신규","2020. 09. 06","8",
"0-9세","신규","2020. 09. 07","3",
"0-9세","신규","2020. 09. 08","5",
"0-9세","신규","2020. 09. 09","6",
"0-9세","신규","2020. 09. 10","12",
"0-9세","신규","2020. 09. 11","3",
"0-9세","신규","2020. 09. 12","4",
"0-9세","신규","2020. 09. 13","0",
"0-9세","신규","2020. 09. 14","6",
"0-9세","신규","2020. 09. 15","6",
"0-9세","신규","2020. 09. 16","1",
"0-9세","신규","2020. 09. 17","5",
"0-9세","신규","2020. 09. 18","3",
"0-9세","신규","2020. 09. 19","1",
"0-9세","신규","2020. 09. 20","0",
"0-9세","신규","2020. 09. 21","2",
"0-9세","신규","2020. 09. 22","1",
"0-9세","신규","2020. 09. 23","4",
"0-9세","신규","2020. 09. 24","6",
"0-9세","신규","2020. 09. 25","5",
"0-9세","신규","2020. 09. 26","1",
"0-9세","신규","2020. 09. 27","1",
"0-9세","신규","2020. 09. 28","4",
"0-9세","신규","2020. 09. 29","1",
"0-9세","신규","2020. 09. 30","5",
"0-9세","신규","2020. 10. 01","6",
"0-9세","신규","2020. 10. 02","3",
"0-9세","신규","2020. 10. 03","1",
"0-9세","신규","2020. 10. 04","0",
"0-9세","신규","2020. 10. 05","0",
"0-9세","신규","2020. 10. 06","5",
"0-9세","신규","2020. 10. 07","1",
"0-9세","신규","2020. 10. 08","6",
"0-9세","신규","2020. 10. 10","",
"0-9세","신규","2020. 10. 11","4",
"0-9세","신규","2020. 10. 12","8",
"0-9세","신규","2020. 10. 13","5",
"0-9세","신규","2020. 10. 14","4",
"0-9세","신규","2020. 10. 15","5",
"0-9세","신규","2020. 10. 16","0",
"0-9세","신규","2020. 10. 17","2",
"0-9세","신규","2020. 10. 18","2",
"0-9세","신규","2020. 10. 19","2",
"0-9세","신규","2020. 10. 20","3",
"0-9세","신규","2020. 10. 21","1",
"0-9세","신규","2020. 10. 22","2",
"0-9세","신규","2020. 10. 23","2",
"0-9세","신규","2020. 10. 24","7",
"0-9세","신규","2020. 10. 25","5",
"0-9세","신규","2020. 10. 26","6",
"0-9세","신규","2020. 10. 27","2",
"0-9세","신규","2020. 10. 28","4",
"0-9세","신규","2020. 10. 29","11",
"0-9세","신규","2020. 10. 30","8",
"0-9세","신규","2020. 10. 31","7",
"0-9세","신규","2020. 11. 01","5",
"0-9세","신규","2020. 11. 02","7",
"0-9세","신규","2020. 11. 03","3",
"0-9세","신규","2020. 11. 04","2",
"0-9세","신규","2020. 11. 05","1",
"0-9세","신규","2020. 11. 06","9",
"0-9세","신규","2020. 11. 07","1",
"0-9세","신규","2020. 11. 08","3",
"0-9세","신규","2020. 11. 09","3",
"0-9세","신규","2020. 11. 10","3",
"0-9세","신규","2020. 11. 11","6",
"0-9세","신규","2020. 11. 12","6",
"0-9세","신규","2020. 11. 13","7",
"0-9세","신규","2020. 11. 14","12",
"0-9세","신규","2020. 11. 15","8",
"0-9세","신규","2020. 11. 16","6",
"0-9세","신규","2020. 11. 17","10",
"0-9세","신규","2020. 11. 18","5",
"0-9세","신규","2020. 11. 19","22",
"0-9세","신규","2020. 11. 20","11",
"0-9세","신규","2020. 11. 21","15",
"0-9세","신규","2020. 11. 22","17",
"0-9세","신규","2020. 11. 23","23",
"0-9세","신규","2020. 11. 24","16",
"0-9세","신규","2020. 11. 25","11",
"0-9세","신규","2020. 11. 26","21",
"0-9세","신규","2020. 11. 27","21",
"0-9세","신규","2020. 11. 28","13",
"0-9세","신규","2020. 11. 29","18",
"0-9세","신규","2020. 11. 30","16",
"0-9세","신규","2020. 12. 01","15",
"0-9세","신규","2020. 12. 02","19",
"0-9세","신규","2020. 12. 03","31",
"0-9세","신규","2020. 12. 04","25",
"0-9세","신규","2020. 12. 05","23",
"0-9세","신규","2020. 12. 06","22",
"0-9세","신규","2020. 12. 07","14",
"0-9세","신규","2020. 12. 08","20",
"0-9세","신규","2020. 12. 09","24",
